Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","001","World","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","9.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","9.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","10.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","10.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","10","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","10.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","11.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","10.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","11.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2014","2014","%","7.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2014","2014","%","7","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2014","2014","%","8.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2015","2015","%","7.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2015","2015","%","6.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2015","2015","%","7.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2016","2016","%","8.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2016","2016","%","7.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2016","2016","%","8.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2017","2017","%","9.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2017","2017","%","8.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2017","2017","%","9.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2018","2018","%","9.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2018","2018","%","9.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2018","2018","%","10.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2019","2019","%","10.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2019","2019","%","9.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2019","2019","%","10.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2020","2020","%","11.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2020","2020","%","11.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2020","2020","%","11.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","11.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","11.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","12","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","8.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","7.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","9","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","8.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","8.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","9.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","9.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","9.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","10.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","10.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","9.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","10.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","11.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","11","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","11.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","12.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","12.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","13.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2014","2014","%","8.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2014","2014","%","7.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2014","2014","%","9.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2015","2015","%","8.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2015","2015","%","7.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2015","2015","%","8.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2016","2016","%","8.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2016","2016","%","8.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2016","2016","%","9.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2017","2017","%","9.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2017","2017","%","9","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2017","2017","%","9.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2018","2018","%","10.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2018","2018","%","9.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2018","2018","%","10.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2019","2019","%","11.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2019","2019","%","10.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2019","2019","%","11.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2020","2020","%","12.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2020","2020","%","12.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2020","2020","%","13.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","14.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61211","Confidence interval: Lower bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","13.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","001","World","61212","Confidence interval: Upper bound","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","14.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","17.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","17.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","18","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","18.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","18.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","19.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","19.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","19","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","19.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","19.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","19.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","20.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","20.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","20.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","21.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","22","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","21.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","22.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2014","2014","%","16.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","61211","Confidence interval: Lower bound","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2014","2014","%","16.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","61212","Confidence interval: Upper bound","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2014","2014","%","17","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2015","2015","%","17.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","61211","Confidence interval: Lower bound","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2015","2015","%","16.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","61212","Confidence interval: Upper bound","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2015","2015","%","17.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2016","2016","%","19.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","61211","Confidence interval: Lower bound","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2016","2016","%","18.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","61212","Confidence interval: Upper bound","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2016","2016","%","19.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","002","Africa","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2017","2017","%","19.9","E","Estimated value",""
